Model,Base_CV_RMSE_Mean,Base_CV_RMSE_Std,Best_Params,Best_CV_RMSE,MAE,MSE,RMSE,R2_Score
XGBoost Regressor (Tuned),5.94279797906924,0.10863093599125745,"{'model__colsample_bytree': np.float64(0.9706635463175177), 'model__learning_rate': np.float64(0.15363623929559156), 'model__max_depth': 9, 'model__n_estimators': 414, 'model__subsample': np.float64(0.8083337040103294)}",4.88122256016492,2.820348272788696,20.227487130573767,4.497497874437937,0.9994753070563429
