Model,Base_CV_RMSE_Mean,Base_CV_RMSE_Std,Best_Params,Best_CV_RMSE,MAE,MSE,RMSE,R2_Score
Ridge Regression (Tuned),139.55950004898878,0.2543108499019176,{'model__alpha': 100.0},139.49769438174255,112.40406171415464,19543.922651592147,139.7995802983405,0.49303844612662495
