Model,Base_CV_ROC_AUC_Mean,Base_CV_ROC_AUC_Std,Best_Params,Best_CV_ROC_AUC,Accuracy,Precision,Recall,F1_Score,ROC_AUC
Logistic Regression (Tuned),0.8924475269954664,0.0005676435455585118,"{'model__C': 0.01, 'model__class_weight': None}",0.8934470681583275,0.81472,0.8039505564453205,0.8134374870154153,0.8086661985212111,0.8963113634919917
