Model,Base_CV_RMSE_Mean,Base_CV_RMSE_Std,MAE,MSE,RMSE,R2_Score
Linear Regression,139.56094112050326,0.2543726847924803,112.42425291336379,19563.67320703133,139.8702012833017,0.4925261246007058
